LeadID,Age,Gender,Location,LeadSource,TimeSpent (minutes),PagesViewed,LeadStatus,EmailSent,DeviceType,ReferralSource,FormSubmissions,Downloads,CTR_ProductPage,ResponseTime (hours),FollowUpEmails,SocialMediaEngagement,PaymentHistory,Conversion (Target)
81227,50,Male,Faisalabad,Social Media,37,3,Hot,7,Desktop,Google,4,2,0.2,20,10,59,No Payment,0
81228,37,Male,Sialkot,Organic,18,10,Hot,4,Tablet,Twitter,5,3,0.6,4,1,76,No Payment,0
81229,25,Male,Multan,Email,27,5,Warm,2,Desktop,ReferralSite,3,3,0.1,9,1,41,Good,0
81230,30,Male,Islamabad,Organic,21,7,Cold,10,Desktop,Direct,3,2,0.6,16,5,174,No Payment,0
81231,31,Male,Faisalabad,Social Media,5,8,Cold,4,Desktop,Direct,0,2,0.3,13,1,39,No Payment,0
81232,52,Male,Quetta,Email,58,6,Cold,7,Tablet,Google,5,0,0.2,2,10,172,Good,0
81233,50,Male,Karachi,Email,9,3,Warm,10,Mobile,ReferralSite,2,3,0.5,6,8,187,Good,0
81234,47,Female,Rawalpindi,Email,32,8,Warm,2,Desktop,Direct,3,3,0.2,15,3,105,No Payment,0
81235,51,Female,Multan,Referral,36,14,Warm,4,Mobile,Facebook,0,1,0.2,2,3,150,Good,0
81236,20,Female,Faisalabad,Email,21,9,Warm,10,Mobile,Twitter,0,1,0.2,6,0,41,Good,0
81237,36,Female,Sialkot,Email,52,10,Hot,1,Desktop,Direct,4,3,0.4,18,0,38,Good,0
81238,37,Male,Rawalpindi,Email,20,10,Hot,3,Mobile,Facebook,0,3,0.2,17,2,150,Good,0
81239,39,Male,Quetta,Social Media,22,2,Cold,6,Mobile,Facebook,5,3,0.6,9,9,135,Good,0
81240,50,Male,Islamabad,Email,23,2,Warm,1,Tablet,Facebook,1,1,0.6,22,0,72,No Payment,0
81241,24,Female,Faisalabad,Referral,8,8,Cold,4,Tablet,Twitter,1,0,0.4,9,2,129,No Payment,0
81242,54,Female,Sialkot,Email,45,9,Warm,1,Mobile,Facebook,0,2,0.4,3,8,158,No Payment,0
81243,44,Male,Karachi,Email,53,9,Cold,10,Desktop,Google,5,3,0.4,5,6,100,Good,0
81244,56,Female,Gujranwala,Referral,13,7,Hot,2,Desktop,Direct,4,1,0.3,18,9,100,No Payment,0
81245,38,Male,Faisalabad,Organic,18,11,Cold,10,Tablet,ReferralSite,5,2,0.5,22,1,79,No Payment,0
81246,24,Male,Karachi,Email,7,14,Hot,8,Tablet,Facebook,3,2,0.7,3,7,89,No Payment,0
81247,34,Female,Multan,Referral,7,14,Cold,6,Desktop,Google,3,0,0.3,8,5,37,Good,0
81248,58,Female,Lahore,Social Media,22,10,Cold,9,Desktop,Google,1,1,0.7,10,5,33,Good,0
81249,23,Male,Islamabad,Organic,8,9,Hot,6,Tablet,Twitter,3,1,0.3,4,10,178,Good,0
81250,36,Male,Islamabad,Organic,54,7,Cold,3,Tablet,Direct,3,3,0.1,10,5,143,No Payment,0
81251,22,Female,Lahore,Social Media,29,8,Hot,3,Desktop,ReferralSite,1,3,0.2,15,2,71,Good,0
81252,54,Male,Faisalabad,Email,57,10,Cold,1,Desktop,Direct,5,1,0.2,15,8,93,No Payment,0
81253,23,Male,Sialkot,Organic,7,13,Hot,4,Desktop,Twitter,2,0,0.8,4,7,82,Good,0
81254,52,Male,Karachi,Social Media,20,12,Cold,9,Mobile,Facebook,5,2,0.7,5,1,35,No Payment,0
81255,46,Male,Peshawar,Organic,47,15,Warm,10,Tablet,Direct,0,1,0.4,4,5,192,No Payment,0
81256,28,Female,Faisalabad,Referral,50,5,Hot,2,Tablet,Twitter,4,3,0.1,22,2,69,Good,0
81257,53,Male,Rawalpindi,Organic,52,6,Warm,2,Mobile,Facebook,4,2,0.4,23,9,143,Good,0
81258,34,Female,Peshawar,Social Media,21,4,Hot,7,Desktop,Twitter,5,2,0.2,12,8,43,Good,0
81259,40,Female,Gujranwala,Social Media,18,9,Warm,10,Tablet,Direct,3,3,0.3,15,0,26,No Payment,0
81260,40,Female,Lahore,Organic,43,10,Hot,2,Desktop,Google,3,3,0.5,18,3,175,Good,0
81261,60,Female,Karachi,Social Media,30,11,Hot,5,Mobile,Twitter,4,1,0.4,20,1,149,Good,0
81262,50,Male,Faisalabad,Referral,12,6,Warm,1,Desktop,Twitter,2,2,0.5,13,2,165,Good,0
81263,26,Male,Multan,Organic,37,13,Warm,10,Mobile,Direct,5,0,0.8,18,6,30,Good,0
81264,38,Male,Islamabad,Social Media,40,12,Cold,7,Desktop,Facebook,1,1,0.2,2,0,149,No Payment,0
81265,31,Female,Faisalabad,Referral,49,15,Cold,0,Tablet,Facebook,5,2,0.8,15,9,122,No Payment,0
81266,49,Male,Islamabad,Referral,44,8,Warm,4,Mobile,Twitter,0,3,0.2,4,8,192,No Payment,0
81267,22,Female,Quetta,Referral,60,2,Warm,4,Mobile,Twitter,3,0,0.1,18,2,22,Good,0
81268,57,Male,Quetta,Referral,8,13,Warm,2,Tablet,Facebook,3,1,0.6,14,1,71,No Payment,0
81269,33,Male,Islamabad,Email,21,9,Warm,1,Tablet,Twitter,0,0,0.6,10,0,120,No Payment,0
81270,25,Female,Islamabad,Organic,45,10,Hot,1,Desktop,Direct,0,0,0.4,4,8,23,No Payment,0
81271,58,Male,Karachi,Social Media,6,2,Warm,1,Mobile,Google,3,3,0.2,1,2,96,Good,0
81272,25,Male,Rawalpindi,Referral,58,12,Warm,4,Desktop,Twitter,0,2,0.6,10,2,171,Good,0
81273,31,Female,Sialkot,Organic,22,3,Hot,6,Desktop,Facebook,4,0,0.4,13,1,98,No Payment,0
81274,24,Male,Rawalpindi,Email,41,12,Cold,6,Mobile,Google,1,0,0.5,19,5,96,No Payment,0
81275,29,Male,Karachi,Social Media,48,2,Warm,7,Desktop,Twitter,0,1,0.4,6,7,191,No Payment,0
81276,41,Male,Peshawar,Referral,20,14,Warm,4,Tablet,Google,3,1,0.3,17,7,169,Good,0
81277,57,Male,Faisalabad,Email,28,14,Hot,10,Tablet,ReferralSite,3,0,0.4,11,10,81,Good,0
81278,41,Male,Faisalabad,Email,11,4,Cold,6,Desktop,Twitter,3,3,0.5,21,5,92,Good,0
81279,34,Female,Islamabad,Email,26,2,Warm,2,Mobile,Twitter,5,2,0.3,18,2,103,No Payment,0
81280,41,Female,Gujranwala,Organic,46,4,Hot,8,Desktop,Twitter,1,1,0.3,3,0,79,No Payment,0
81281,33,Male,Sialkot,Organic,27,11,Hot,6,Tablet,Direct,4,3,0.3,6,6,185,Good,0
81282,60,Female,Rawalpindi,Social Media,43,11,Warm,9,Tablet,Direct,4,3,0.5,6,0,64,Good,0
81283,28,Female,Sialkot,Organic,32,5,Warm,3,Tablet,Direct,5,2,0.3,22,10,20,Good,0
81284,38,Female,Peshawar,Email,44,14,Warm,6,Mobile,Facebook,4,0,0.4,20,3,188,Good,0
81285,27,Male,Quetta,Referral,40,13,Hot,7,Mobile,Facebook,3,3,0.6,24,6,135,Good,0
81286,30,Female,Rawalpindi,Referral,34,12,Warm,0,Mobile,ReferralSite,1,3,0.2,7,8,65,No Payment,0
81287,47,Female,Lahore,Social Media,37,3,Warm,7,Tablet,Direct,0,2,0.2,2,5,39,No Payment,0
81288,46,Male,Lahore,Email,26,5,Cold,6,Desktop,Facebook,3,0,0.7,19,2,43,No Payment,0
81289,45,Male,Rawalpindi,Referral,7,9,Cold,3,Tablet,Facebook,1,0,0.2,15,2,63,Good,0
81290,31,Female,Peshawar,Social Media,9,5,Warm,8,Tablet,ReferralSite,4,0,0.7,5,2,180,Good,0
81291,22,Male,Gujranwala,Social Media,57,12,Hot,1,Desktop,Google,1,0,0.4,23,3,106,No Payment,0
81292,47,Female,Quetta,Social Media,35,12,Warm,5,Tablet,ReferralSite,5,3,0.8,16,4,200,Good,0
81293,55,Female,Rawalpindi,Referral,46,15,Warm,7,Tablet,Facebook,2,2,0.7,15,6,20,No Payment,0
81294,40,Female,Sialkot,Social Media,10,13,Warm,2,Mobile,Google,3,1,0.5,7,2,42,No Payment,0
81295,45,Male,Islamabad,Social Media,28,10,Hot,0,Mobile,Twitter,1,3,0.5,19,8,89,No Payment,0
81296,46,Male,Quetta,Email,24,5,Cold,8,Tablet,Google,4,3,0.4,13,1,174,Good,0
81297,22,Female,Peshawar,Referral,21,14,Hot,6,Mobile,Direct,1,2,0.8,20,3,59,No Payment,0
81298,59,Female,Rawalpindi,Organic,18,6,Cold,5,Mobile,Twitter,5,2,0.7,21,0,149,No Payment,0
81299,20,Male,Quetta,Social Media,19,8,Cold,9,Mobile,Google,3,0,0.2,2,5,179,No Payment,0
81300,29,Female,Islamabad,Email,45,8,Cold,7,Mobile,Direct,0,0,0.6,15,7,123,Good,0
81301,52,Male,Karachi,Referral,12,12,Warm,7,Desktop,Google,3,3,0.4,16,10,114,Good,0
81302,55,Male,Faisalabad,Referral,19,4,Warm,6,Tablet,Google,1,2,0.4,1,0,183,No Payment,0
81303,41,Female,Multan,Organic,14,13,Hot,2,Tablet,Google,0,0,0.6,11,2,126,Good,0
81304,39,Female,Lahore,Email,17,2,Warm,9,Mobile,Facebook,4,2,0.7,1,6,100,Good,0
81305,24,Male,Sialkot,Referral,36,3,Hot,3,Desktop,Direct,4,1,0.3,5,5,184,Good,0
81306,24,Male,Rawalpindi,Email,44,8,Warm,8,Tablet,Facebook,4,1,0.8,17,9,131,No Payment,0
81307,24,Male,Islamabad,Organic,9,4,Hot,0,Tablet,ReferralSite,4,3,0.1,12,0,71,No Payment,0
81308,27,Female,Peshawar,Organic,25,10,Cold,5,Desktop,ReferralSite,4,1,0.8,14,1,67,Good,0
81309,60,Female,Gujranwala,Email,5,13,Cold,2,Tablet,Direct,0,1,0.4,19,6,125,Good,0
81310,28,Male,Sialkot,Referral,45,2,Hot,10,Mobile,Twitter,1,3,0.7,13,6,91,No Payment,0
81311,21,Female,Sialkot,Email,35,6,Cold,0,Desktop,Google,4,3,0.4,20,10,111,No Payment,0
81312,25,Male,Islamabad,Organic,52,4,Warm,0,Tablet,Facebook,0,3,0.4,2,0,93,Good,0
81313,42,Female,Islamabad,Referral,12,10,Hot,6,Tablet,Google,2,0,0.3,20,10,130,Good,0
81314,22,Female,Islamabad,Organic,52,7,Cold,6,Mobile,Google,1,2,0.6,23,8,48,Good,0
81315,29,Male,Peshawar,Organic,59,2,Cold,2,Mobile,Twitter,2,1,0.3,7,1,142,No Payment,0
81316,44,Male,Peshawar,Email,30,12,Hot,6,Desktop,Facebook,3,3,0.5,12,0,199,No Payment,0
81317,25,Female,Multan,Social Media,39,14,Hot,9,Desktop,Google,4,2,0.8,15,3,172,No Payment,0
81318,41,Female,Faisalabad,Organic,24,12,Hot,2,Tablet,Google,3,0,0.8,14,4,64,No Payment,0
81319,43,Male,Multan,Referral,46,11,Warm,5,Desktop,Direct,4,1,0.3,23,8,73,No Payment,0
81320,36,Female,Gujranwala,Organic,37,6,Warm,7,Desktop,Twitter,2,3,0.6,14,1,52,No Payment,0
81321,29,Male,Peshawar,Referral,15,13,Warm,7,Desktop,Twitter,1,3,0.7,13,10,77,No Payment,0
81322,49,Female,Lahore,Social Media,52,8,Hot,7,Tablet,ReferralSite,1,3,0.4,12,0,125,No Payment,0
81323,48,Female,Islamabad,Social Media,42,9,Cold,5,Desktop,Google,1,2,0.7,20,7,119,Good,0
81324,25,Male,Lahore,Email,18,6,Warm,6,Mobile,ReferralSite,5,2,0.2,19,8,57,Good,0
81325,37,Female,Rawalpindi,Organic,8,9,Cold,10,Desktop,Google,5,0,0.6,16,0,41,Good,0
81326,24,Female,Gujranwala,Social Media,60,11,Hot,3,Mobile,Direct,4,1,0.7,9,10,37,Good,0
81327,23,Male,Islamabad,Organic,30,8,Warm,0,Tablet,Google,5,2,0.4,18,8,81,No Payment,0
81328,39,Female,Rawalpindi,Organic,7,11,Hot,9,Tablet,Facebook,5,3,0.1,22,8,172,Good,0
81329,42,Female,Islamabad,Social Media,32,6,Warm,4,Mobile,Google,3,3,0.4,6,2,116,Good,0
81330,28,Female,Lahore,Email,22,11,Hot,10,Mobile,Facebook,3,0,0.7,11,3,101,No Payment,0
81331,53,Female,Sialkot,Organic,58,11,Warm,10,Desktop,ReferralSite,5,3,0.1,9,1,38,Good,0
81332,54,Male,Quetta,Organic,6,6,Cold,4,Mobile,Facebook,0,0,0.8,10,3,62,Good,0
81333,50,Female,Multan,Social Media,51,8,Cold,10,Desktop,Google,2,1,0.6,20,1,182,Good,0
81334,46,Male,Lahore,Organic,15,13,Cold,5,Desktop,ReferralSite,5,0,0.7,21,0,188,No Payment,0
81335,38,Male,Rawalpindi,Organic,51,13,Cold,5,Desktop,Facebook,1,0,0.6,16,7,189,No Payment,0
81336,47,Male,Multan,Referral,42,10,Warm,2,Desktop,Twitter,3,2,0.8,14,4,191,Good,0
81337,52,Female,Multan,Social Media,47,5,Cold,1,Mobile,ReferralSite,1,1,0.4,15,3,51,No Payment,0
81338,52,Male,Quetta,Organic,36,9,Hot,6,Desktop,ReferralSite,5,1,0.3,3,2,21,No Payment,0
81339,21,Female,Faisalabad,Social Media,23,10,Hot,8,Desktop,ReferralSite,3,3,0.5,14,6,33,Good,0
81340,59,Male,Sialkot,Organic,53,5,Cold,9,Desktop,Facebook,0,3,0.3,23,5,33,Good,0
81341,21,Male,Islamabad,Organic,39,4,Hot,8,Desktop,Direct,0,1,0.7,22,0,118,Good,0
81342,36,Female,Lahore,Organic,50,2,Cold,7,Desktop,Twitter,0,3,0.3,15,1,126,Good,0
81343,59,Female,Faisalabad,Referral,42,11,Cold,9,Mobile,Twitter,1,1,0.2,1,4,59,Good,0
81344,40,Male,Quetta,Referral,16,7,Hot,6,Tablet,ReferralSite,0,2,0.5,9,4,29,Good,0
81345,29,Female,Lahore,Referral,37,5,Warm,3,Mobile,Direct,1,1,0.2,1,3,54,No Payment,0
81346,44,Male,Lahore,Social Media,60,7,Cold,10,Tablet,Direct,0,2,0.2,18,7,116,No Payment,0
81347,21,Male,Peshawar,Organic,44,9,Cold,1,Tablet,Facebook,0,2,0.2,10,10,152,No Payment,0
81348,41,Male,Lahore,Organic,21,13,Warm,8,Tablet,Facebook,3,0,0.2,3,4,114,No Payment,1
81349,26,Female,Lahore,Referral,59,10,Hot,10,Mobile,Google,2,2,0.3,23,8,154,Good,0
81350,52,Female,Islamabad,Referral,43,4,Cold,5,Desktop,ReferralSite,1,2,0.3,20,2,141,No Payment,0
81351,43,Female,Rawalpindi,Referral,23,3,Warm,9,Mobile,Facebook,3,3,0.7,11,9,187,No Payment,0
81352,38,Male,Islamabad,Referral,14,15,Warm,8,Mobile,Direct,1,3,0.5,12,4,65,No Payment,1
81353,44,Male,Multan,Organic,40,8,Cold,6,Desktop,Facebook,0,3,0.5,15,0,30,Good,0
81354,37,Male,Multan,Email,20,14,Warm,3,Tablet,Direct,5,2,0.2,10,0,55,Good,0
81355,26,Male,Rawalpindi,Social Media,46,7,Hot,1,Desktop,Facebook,3,1,0.3,13,5,118,Good,0
81356,32,Male,Islamabad,Social Media,58,2,Warm,8,Desktop,ReferralSite,2,2,0.5,19,2,174,Good,0
81357,51,Female,Rawalpindi,Referral,32,3,Hot,6,Tablet,Facebook,4,3,0.2,2,6,112,No Payment,0
81358,29,Male,Sialkot,Referral,6,6,Warm,1,Mobile,ReferralSite,1,0,0.6,24,3,84,No Payment,0
81359,55,Male,Multan,Social Media,28,8,Warm,7,Tablet,Google,4,3,0.5,16,3,102,Good,0
81360,26,Male,Peshawar,Referral,18,14,Warm,0,Tablet,Google,0,3,0.3,15,1,111,Good,0
81361,26,Male,Gujranwala,Organic,48,11,Warm,3,Tablet,Twitter,1,3,0.4,7,0,76,Good,0
81362,28,Female,Rawalpindi,Organic,8,6,Hot,4,Tablet,Google,4,1,0.7,16,7,184,No Payment,0
81363,30,Male,Rawalpindi,Email,14,2,Hot,9,Tablet,Twitter,2,3,0.2,5,9,183,No Payment,0
81364,33,Female,Gujranwala,Email,27,7,Cold,9,Desktop,ReferralSite,1,0,0.5,3,10,30,Good,0
81365,24,Male,Faisalabad,Email,21,5,Warm,5,Desktop,ReferralSite,0,3,0.4,9,9,149,No Payment,0
81366,39,Female,Faisalabad,Referral,12,2,Cold,1,Tablet,ReferralSite,2,3,0.4,2,3,153,No Payment,0
81367,36,Male,Faisalabad,Organic,46,14,Warm,8,Mobile,Direct,4,1,0.2,7,8,163,Good,0
81368,55,Male,Sialkot,Referral,9,14,Cold,3,Mobile,Direct,1,0,0.1,20,9,120,Good,0
81369,54,Female,Sialkot,Referral,52,9,Hot,0,Tablet,Twitter,1,2,0.6,3,3,92,No Payment,0
81370,45,Male,Multan,Email,45,7,Hot,4,Tablet,Twitter,2,0,0.3,12,8,72,Good,0
81371,34,Male,Gujranwala,Social Media,40,13,Hot,8,Mobile,Google,1,2,0.6,19,4,150,Good,0
81372,46,Male,Quetta,Organic,30,15,Hot,7,Tablet,ReferralSite,3,2,0.1,7,9,156,No Payment,0
81373,47,Female,Faisalabad,Organic,58,13,Hot,2,Mobile,Google,3,1,0.6,16,9,68,Good,0
81374,52,Female,Faisalabad,Organic,43,6,Warm,2,Tablet,Direct,3,1,0.7,9,7,199,No Payment,0
81375,22,Female,Faisalabad,Organic,14,9,Hot,0,Tablet,Facebook,5,3,0.3,8,10,164,No Payment,0
81376,31,Female,Lahore,Email,5,10,Hot,6,Mobile,ReferralSite,5,3,0.3,6,10,143,Good,0
81377,58,Female,Multan,Referral,52,10,Cold,1,Mobile,Twitter,5,3,0.2,15,7,81,Good,0
81378,40,Male,Gujranwala,Organic,38,13,Hot,9,Desktop,Direct,5,0,0.2,3,6,162,Good,0
81379,43,Male,Lahore,Organic,37,4,Cold,3,Desktop,ReferralSite,3,2,0.2,19,3,120,No Payment,0
81380,37,Male,Peshawar,Email,49,9,Hot,5,Tablet,ReferralSite,3,0,0.3,19,3,104,Good,0
81381,54,Female,Rawalpindi,Email,49,6,Cold,0,Mobile,Direct,4,0,0.2,20,0,83,Good,0
81382,41,Male,Islamabad,Email,29,9,Cold,9,Desktop,Google,3,3,0.6,15,3,51,No Payment,0
81383,56,Male,Karachi,Social Media,50,10,Hot,3,Desktop,Facebook,3,1,0.3,18,1,157,Good,0
81384,60,Female,Islamabad,Organic,5,6,Cold,1,Mobile,Facebook,2,2,0.7,5,9,96,Good,0
81385,58,Male,Lahore,Referral,47,13,Warm,7,Mobile,Direct,1,2,0.7,16,4,140,No Payment,0
81386,48,Male,Lahore,Organic,25,3,Cold,3,Desktop,Twitter,4,2,0.3,22,1,175,No Payment,0
81387,41,Male,Multan,Email,48,5,Warm,2,Tablet,Twitter,2,0,0.5,5,6,93,Good,0
81388,31,Male,Gujranwala,Organic,42,15,Hot,8,Mobile,Google,0,2,0.2,21,1,124,Good,0
81389,46,Female,Faisalabad,Referral,26,8,Cold,10,Mobile,Facebook,0,1,0.7,12,3,194,Good,0
81390,42,Male,Lahore,Social Media,44,15,Warm,1,Mobile,Twitter,4,0,0.6,22,0,95,No Payment,0
81391,51,Female,Faisalabad,Email,25,11,Hot,10,Mobile,Direct,4,0,0.7,6,0,101,Good,0
81392,22,Male,Peshawar,Referral,44,13,Warm,0,Mobile,Google,4,0,0.6,4,2,170,No Payment,0
81393,23,Female,Gujranwala,Organic,45,5,Hot,6,Tablet,Google,2,2,0.3,5,0,30,Good,0
81394,42,Female,Peshawar,Social Media,18,11,Warm,3,Mobile,Direct,5,2,0.5,22,4,187,Good,0
81395,46,Female,Karachi,Social Media,49,13,Hot,6,Mobile,ReferralSite,5,0,0.5,6,6,26,Good,1
81396,28,Male,Islamabad,Social Media,31,4,Warm,1,Mobile,Twitter,2,1,0.5,17,9,146,No Payment,0
81397,53,Female,Quetta,Email,47,9,Cold,10,Desktop,Google,3,1,0.7,20,3,81,No Payment,0
81398,38,Male,Sialkot,Social Media,40,14,Warm,8,Desktop,Twitter,4,1,0.3,18,9,51,No Payment,0
81399,38,Female,Rawalpindi,Referral,10,15,Cold,7,Mobile,ReferralSite,0,1,0.2,1,0,67,No Payment,0
81400,32,Female,Karachi,Social Media,20,7,Cold,3,Tablet,Direct,1,3,0.5,8,2,166,No Payment,0
81401,29,Male,Rawalpindi,Email,56,7,Cold,2,Tablet,ReferralSite,3,0,0.5,9,6,200,Good,0
81402,59,Female,Rawalpindi,Referral,56,15,Cold,5,Mobile,Twitter,1,2,0.4,24,6,133,Good,0
81403,22,Male,Multan,Email,31,15,Cold,3,Desktop,Twitter,0,0,0.1,24,8,140,No Payment,0
81404,54,Female,Lahore,Organic,6,14,Cold,7,Mobile,Twitter,0,2,0.8,3,4,190,No Payment,0
81405,25,Male,Faisalabad,Organic,25,15,Warm,8,Mobile,Google,1,2,0.5,4,1,94,Good,0
81406,25,Female,Quetta,Email,15,5,Cold,1,Desktop,Google,2,0,0.8,8,6,54,Good,0
81407,47,Male,Multan,Social Media,5,14,Cold,1,Desktop,Google,4,1,0.7,10,9,150,Good,0
81408,22,Female,Sialkot,Social Media,17,3,Warm,0,Tablet,Direct,2,3,0.1,9,2,96,No Payment,0
81409,58,Female,Sialkot,Social Media,47,11,Cold,3,Mobile,ReferralSite,5,1,0.4,13,7,69,No Payment,0
81410,46,Male,Sialkot,Email,52,2,Hot,3,Desktop,ReferralSite,2,2,0.5,5,10,142,Good,0
81411,31,Female,Gujranwala,Social Media,6,7,Cold,1,Desktop,Direct,0,3,0.2,7,4,172,No Payment,0
81412,59,Male,Gujranwala,Referral,27,3,Warm,10,Mobile,ReferralSite,2,0,0.7,1,4,137,Good,0
81413,35,Male,Rawalpindi,Email,40,10,Cold,1,Mobile,Direct,2,0,0.6,11,0,120,Good,0
81414,56,Female,Rawalpindi,Organic,35,7,Cold,8,Tablet,Google,1,0,0.7,15,8,170,Good,0
81415,40,Female,Sialkot,Social Media,37,5,Cold,2,Mobile,ReferralSite,4,3,0.3,14,2,44,Good,0
81416,60,Female,Karachi,Organic,58,3,Warm,0,Mobile,Facebook,2,0,0.7,17,0,72,Good,0
81417,47,Female,Quetta,Referral,55,9,Cold,6,Desktop,Direct,1,1,0.4,3,6,199,No Payment,0
81418,25,Female,Peshawar,Social Media,32,12,Hot,7,Desktop,Facebook,2,1,0.7,11,9,27,Good,0
81419,32,Male,Karachi,Social Media,29,5,Warm,9,Tablet,Google,3,1,0.7,14,10,29,No Payment,0
81420,44,Female,Peshawar,Email,54,12,Hot,8,Mobile,ReferralSite,2,2,0.2,20,10,66,Good,0
81421,25,Male,Multan,Email,21,8,Warm,9,Desktop,Direct,5,3,0.2,23,2,167,No Payment,0
81422,40,Male,Karachi,Email,43,9,Warm,4,Desktop,ReferralSite,5,3,0.2,18,5,176,No Payment,0
81423,26,Male,Gujranwala,Social Media,48,11,Warm,6,Tablet,ReferralSite,1,1,0.5,13,9,175,Good,0
81424,20,Female,Rawalpindi,Social Media,59,11,Warm,0,Mobile,ReferralSite,2,1,0.5,3,2,84,Good,0
81425,20,Female,Lahore,Email,58,11,Warm,1,Tablet,Google,2,3,0.6,17,6,105,No Payment,0
81426,33,Female,Lahore,Organic,29,11,Hot,5,Desktop,ReferralSite,3,1,0.4,3,0,138,Good,0
81427,51,Male,Faisalabad,Social Media,13,5,Cold,2,Tablet,Google,1,0,0.5,11,4,154,No Payment,0
81428,36,Female,Faisalabad,Social Media,33,10,Hot,9,Mobile,ReferralSite,0,3,0.1,12,7,142,Good,0
81429,60,Male,Gujranwala,Organic,34,11,Hot,9,Tablet,Direct,5,1,0.6,18,5,76,Good,0
81430,60,Male,Sialkot,Social Media,56,10,Hot,3,Mobile,ReferralSite,3,2,0.5,3,1,100,No Payment,0
81431,56,Male,Peshawar,Social Media,27,4,Hot,8,Desktop,Direct,4,1,0.5,19,8,111,Good,0
81432,29,Female,Islamabad,Email,42,6,Hot,9,Desktop,ReferralSite,2,2,0.4,7,7,139,Good,0
81433,27,Male,Quetta,Organic,32,14,Hot,5,Tablet,Direct,1,2,0.1,24,7,92,No Payment,0
81434,29,Female,Faisalabad,Social Media,26,3,Hot,0,Desktop,ReferralSite,4,2,0.5,14,7,53,No Payment,0
81435,20,Male,Karachi,Referral,22,11,Hot,4,Tablet,Facebook,3,1,0.7,24,4,131,Good,0
81436,59,Male,Faisalabad,Referral,10,12,Warm,10,Mobile,Twitter,3,3,0.3,1,1,79,Good,0
81437,46,Male,Lahore,Referral,22,12,Warm,10,Tablet,Twitter,3,3,0.8,13,9,190,Good,0
81438,59,Male,Quetta,Social Media,47,15,Cold,2,Mobile,Direct,0,2,0.1,14,10,109,Good,0
81439,52,Female,Lahore,Organic,24,9,Warm,7,Tablet,Facebook,2,3,0.8,18,0,151,No Payment,0
81440,44,Female,Rawalpindi,Referral,41,15,Hot,1,Mobile,ReferralSite,1,2,0.2,16,8,136,Good,0
81441,22,Male,Rawalpindi,Organic,60,15,Warm,0,Tablet,ReferralSite,1,3,0.2,18,7,52,No Payment,0
81442,23,Male,Islamabad,Social Media,40,2,Cold,7,Desktop,ReferralSite,0,3,0.2,20,0,131,Good,0
81443,51,Male,Karachi,Referral,33,11,Hot,4,Mobile,ReferralSite,4,0,0.2,6,3,104,Good,0
81444,49,Female,Quetta,Organic,23,12,Warm,3,Desktop,ReferralSite,5,2,0.5,5,8,58,No Payment,0
81445,40,Female,Karachi,Email,44,13,Hot,2,Mobile,Twitter,1,0,0.7,24,0,150,No Payment,1
81446,48,Female,Quetta,Email,50,8,Warm,7,Desktop,Direct,3,2,0.2,21,8,116,No Payment,0
81447,25,Female,Quetta,Social Media,21,12,Cold,7,Mobile,ReferralSite,5,1,0.7,1,7,62,Good,0
81448,43,Female,Rawalpindi,Referral,23,13,Warm,1,Desktop,ReferralSite,2,0,0.7,20,4,101,No Payment,0
81449,43,Female,Multan,Email,45,3,Hot,4,Desktop,Google,0,3,0.2,12,9,114,Good,0
81450,41,Female,Quetta,Referral,49,4,Hot,10,Tablet,Direct,0,3,0.3,23,7,84,Good,0
81451,44,Male,Islamabad,Referral,56,11,Hot,10,Tablet,Twitter,0,2,0.4,13,10,99,Good,0
81452,28,Male,Rawalpindi,Social Media,42,10,Cold,3,Tablet,Direct,3,3,0.5,21,10,125,Good,0
81453,32,Female,Rawalpindi,Social Media,13,14,Warm,9,Tablet,Facebook,0,2,0.5,1,3,180,No Payment,0
81454,56,Female,Lahore,Email,25,9,Cold,3,Tablet,Google,4,0,0.6,16,2,143,Good,0
81455,38,Female,Peshawar,Organic,26,5,Warm,3,Tablet,ReferralSite,2,3,0.4,8,9,128,Good,0
81456,51,Male,Peshawar,Email,38,15,Warm,2,Tablet,Google,1,1,0.2,13,1,69,Good,0
81457,46,Female,Quetta,Social Media,54,12,Hot,7,Desktop,Facebook,1,0,0.2,9,0,23,No Payment,0
81458,39,Male,Peshawar,Organic,11,3,Hot,10,Mobile,Direct,5,0,0.6,10,3,187,Good,0
81459,46,Male,Lahore,Referral,19,6,Warm,10,Mobile,Facebook,2,3,0.2,24,7,98,Good,0
81460,59,Male,Multan,Referral,54,8,Cold,6,Tablet,Twitter,4,2,0.3,13,6,136,Good,0
81461,24,Female,Rawalpindi,Email,55,3,Cold,5,Tablet,Facebook,4,3,0.4,16,2,29,Good,0
81462,38,Male,Rawalpindi,Organic,58,11,Warm,3,Desktop,ReferralSite,0,0,0.7,10,6,78,No Payment,0
81463,41,Male,Peshawar,Social Media,17,11,Cold,9,Tablet,Facebook,0,0,0.1,14,3,54,No Payment,0
81464,49,Female,Lahore,Referral,57,3,Hot,10,Mobile,ReferralSite,4,3,0.7,5,10,85,Good,0
81465,52,Female,Lahore,Email,22,9,Cold,5,Desktop,ReferralSite,1,2,0.2,14,9,80,Good,0
